ID,Name,Handedness,Birthday,Country,Full Name
0000002296,曹佑寧,右投右打,1994/04/24,中華民國,
0000002297,詹子賢,右投右打,1994/02/24,中華民國,
0000002298,陳重羽,右投右打,1995/09/14,中華民國,
0000002299,黃逸鑫,右投右打,1995/11/01,中華民國,
0000002300,許少綸,左投左打,1996/09/28,中華民國,
0000002301,陳育軒,右投左打,1995/10/25,中華民國,
0000002302,賴清榮,右投右打,1996/07/13,中華民國,
0000002303,黃竣彥,右投右打,1993/10/06,中華民國,
0000002304,吳明鴻,右投右打,1994/11/02,中華民國,
0000002305,王正棠,右投左打,1995/09/17,中華民國,
0000002306,詹偉宏,右投左打,1997/01/10,中華民國,
0000002307,王政順,右投左打,1996/10/30,中華民國,
0000002308,曾子豪,右投右打,1995/11/18,中華民國,
0000002309,劉子銓,左投左打,1995/06/20,中華民國,
0000002310,黃騰宥,左投右打,1995/09/05,中華民國,
0000002311,詹明修,右投右打,1997/03/27,中華民國,
0000002312,曹維揚,右投右打,1996/02/23,中華民國,
0000002313,李允學,右投右打,1994/06/18,韓國,Lee Yun Hak
0000002314,沈揆範,左投左打,1991/09/04,韓國,Sim Gyu Beom
0000002315,洪廷玗,右投右打,1996/03/16,韓國,Hong Jeong Woo
0000002316,李相旼,左投左打,1990/11/04,韓國,Lee Sang Min
0000002317,李宗錫,右投右打,1992/07/21,韓國,Lee Jong Suk
0000002318,金東峻,右投右打,1992/03/02,韓國,Kim Dong Jun
0000002319,李仁馥,右投右打,1991/06/18,韓國,Lee In Bok
0000002320,卞珍洙,右投右打,1993/04/01,韓國,Byeon Jin Su
0000002321,朴正洙,右投左打,1996/01/29,韓國,Park Jung Soo
0000002322,張珉翼,左投左打,1991/02/05,韓國,Jang Min Ik
0000002323,尹秀鎬,右投右打,1992/07/09,韓國,Yoon Soo Ho
0000002324,鄭在源,右投右打,1984/08/11,韓國,Jung Jae Won
0000002325,金起賢,左投左打,1989/04/03,韓國,
0000002326,李渶宰,左投左打,1992/08/04,韓國,Lee Young Jae
0000002327,張勝賢,右投右打,1994/03/07,韓國,Jang Seong Hyun
0000002328,金宰成,右投左打,1996/10/30,韓國,Kim Jae Seong
0000002329,金萬壽,右投右打,1996/04/18,韓國,Kim Man Soo
0000002330,劉永俊,右投右打,1994/07/13,韓國,Yoo Young Jun
0000002331,李枝澯,右投右打,1991/08/19,韓國,Lee Ji Chan
0000002332,梁元赫,右投左打,1991/07/21,韓國,Yang Won Hyuk
0000002333,尹大瑛,右投右打,1994/01/31,韓國,Yoon Dae Young
0000002334,李聖圭,右投右打,1993/08/03,韓國,Lee Sung Gyu
0000002335,崔元準,右投左打,1997/03/23,韓國,Choi Won Jun
0000002336,林財玄,右投右打,1991/05/29,韓國,Lim Jae Hyeon
0000002337,朴俊太,右投左打,1991/07/26,韓國,Park Jun Tae
0000002338,宋祐賢,左投左打,1996/12/27,韓國,Song Woo Hyun
0000002339,趙庸晧,右投左打,1989/09/09,韓國,Cho Yong Ho
0000002340,許吉仁,右投右打,1994/04/21,中華民國,
0000002341,許凱翔,右投左打,1994/10/22,中華民國,
0000002342,吳冠宇,右投右打,1995/07/11,中華民國,
0000002343,林瑋滐,右投右打,1996/06/16,中華民國,
0000002344,張竣凱,右投右打,1998/08/15,中華民國,
0000002345,鄭浩均,右投右打,1997/09/17,中華民國,
0000002346,張朝盛,左投右打,1997/10/17,中華民國,
0000002347,王尉永,右投右打,1995/09/18,中華民國,
0000002348,施子謙,右投右打,1994/12/19,中華民國,
0000002349,王詩聰,右投左打,1995/08/08,中華民國,
0000002350,施冠宇,右投右打,1995/12/30,中華民國,
0000002351,顏廷旭,右投左打,1994/12/19,中華民國,
0000002352,范國宸,右投右打,1994/11/25,中華民國,
0000002353,陳毅宏,右投右打,1994/03/26,中華民國,
0000002354,陳韋奇,右投右打,1994/10/15,中華民國,
0000002355,江柏豪,右投右打,1997/03/05,中華民國,
0000002356,陳孝允,左投左打,1993/09/09,中華民國,
0000002357,森育彬,左投左打,1994/12/12,中華民國,
0000002358,夏歐拉,右投右打,1997/11/03,義大利,Alessandro Ciarla
0000002359,克利門西亞,左投左打,1997/02/20,荷蘭,Taylor Clemensia
0000002360,克利門特,右投右打,1998/02/18,義大利,Nicolo Clemente
0000002361,高佛利,右投右打,1997/03/06,義大利,Ludovico Coveri
0000002362,哈貝克,右投右打,1993/12/11,法國,Marc Habeck
0000002363,哈克森,右投右打,1995/04/19,荷蘭,Misja Harcksen
0000002364,伊斯莫,右投右打,1997/02/19,荷蘭,Ross Ismail
0000002365,普瑞茲,右投右打,1991/02/08,西班牙,Aneres Perez
0000002366,普福,右投右打,1994/08/18,羅馬尼亞,Eduard Pirvu
0000002367,艾瓦茲,右投右打,1996/06/28,西班牙,Daniel Alvarez
0000002368,史瑞卡,左投右打,1995/08/19,波蘭,Artur Strzalka
0000002370,瓦也克,右投右打,1992/05/04,德國,Andrew Woeck
0000002371,阿瑞斯,右投右打,1993/10/27,德國,Vincent Ahrens
0000002372,布蘭德斯,右投右打,1997/05/13,荷蘭,Paul Brands
0000002373,慕斯克,右投右打,1996/04/23,捷克,Martin Muzik
0000002374,波拉克,右投右打,1992/08/15,德國,Kyle Pollock
0000002375,海德爾,右投右打,1996/02/26,荷蘭,Eugene Helder
0000002376,李奧諾拉,右投右打,1991/12/15,荷蘭,Dudley Leonora
0000002377,羅德里格斯,右投右打,1991/12/11,西班牙,Leomartires Rodriguez
0000002378,烏斯塔里斯,右投右打,1993/04/26,西班牙,Jesus Ustariz
0000002379,伽利,右投右打,1995/02/15,義大利,Federico Celli
0000002380,朴魯珉,右投右打,1985/08/18,韓國,Park No Min
0000002381,陳宥忠,右投右打,1994/09/17,中華民國,
0000002383,鍾博臣,左投左打,1994/10/29,中華民國,
0000002384,貝克,左投左打,1991/06/13,美國,Nolan Becker
0000002385,賽里安奈斯,右投右打,1989/08/29,美國,Nickolas Sarianides
0000002386,李,左投左打,1990/09/20,美國,Brett Lee
0000002387,金波羅威斯,右投右打,1992/03/17,美國,Joshuah Kimborowicz
0000002388,比爾,右投右打,1993/08/02,美國,Evan Greer Beal
0000002389,柯爾迪斯,右投右打,1992/11/22,美國,Dimitrios Kourtis
0000002390,莫蒂森,右投右打,1985/04/10,美國,Clayton Mortensen
0000002391,郭飛亞,右投右打,1988/09/15,巴西,Murilo Gouvea
0000002393,普瑞茲,右投右打,1991/06/03,多明尼加,Gabriel Perez
0000002394,紐威爾,右投右打,1991/06/18,美國,Ryan Newell
0000002395,羅德里格斯,右投右打,1988/01/28,多明尼加,Armando Rodriguez
0000002396,卡斯莫爾,右投右打,1986/09/19,美國,Ryan Kussmaul
0000002397,魯威爾林,右投左右開弓,1993/09/25,荷蘭,Phildrick Llewellyn
0000002398,黑多爾恩,右投右打,1989/04/17,荷蘭,Rudy Van Heydoorn
0000002399,羅莎,右投右打,1992/09/19,美國,Angel Rosa
0000002400,迪恩,右投右打,1992/12/22,美國,Matthew Dean
0000002401,佛里尼,右投右打,1989/04/17,義大利,Jose Ferrini
0000002402,比切提斯,右投右打,1992/09/26,美國,Alphonse Bichette Jr
0000002403,查非斯,右投右打,1992/09/26,美國,Matthew Chavez
0000002404,本尼迪多,右投右打,1993/02/27,委內瑞拉,Nick Benedetto
0000002405,歐利斯,右投右打,1994/05/04,美國,Walker Olis
0000002406,盧波,右投右打,1993/11/27,義大利,Vicente Lupo
0000002407,羅梭里,右投右打,1993/04/17,美國,Anthony Rosselli
0000002408,迪乎里歐,右投右打,1989/08/22,美國,Frank Dejiulio Jr
0000002409,洪性民,右投右打,1989/07/15,韓國,Hong Sung Min
0000002410,朴晉佑,右投右打,1990/02/12,韓國,Pank Jin Woo
0000002411,林序準,右投右打,1993/04/19,韓國,Im Seo Jun
0000002412,韓承赫,左投左打,1996/05/20,韓國,
0000002413,趙漢昱,右投右打,1996/12/19,韓國,Cho Han Uk
0000002414,李帶溵,右投左打,1989/03/23,韓國,Rhee Dae Eun
0000002415,朴峻杓,右投右打,1992/06/26,韓國,Park Jun Pyo
0000002416,方乾禹,右投右打,1996/04/09,韓國,Bang Gun Woo
0000002417,李承玹,右投右打,1991/11/21,韓國,Lee Seung Hyeon
0000002418,裵宰煥,右投右打,1995/02/24,韓國,Bae Jaew Han
0000002419,南潤成,左投左打,1987/08/04,韓國,Nam Yoon Seong
0000002420,李民友,右投右打,1993/02/09,韓國,Lee Min Woo
0000002421,裵在俊,右投右打,1994/11/24,韓國,Bae Jae Jun
0000002422,金到煐,右投右打,1993/01/26,韓國,Kim Do Yeong
0000002423,林志柚,左投左打,1997/12/03,韓國,Im Ji Yu
0000002424,李興鍊,右投右打,1989/05/16,韓國,Lee Heung Ryun
0000002425,李玹碩,右投右打,1992/06/07,韓國,Lee Hyun Seok
0000002426,朱曉祥,右投左打,1997/11/11,韓國,Joo Hyo Sang
0000002427,金材賢,右投右打,1991/08/30,韓國,Kim Jae Hyun
0000002428,金永煥,右投左打,1993/01/31,韓國,Kim Young Hwan
0000002429,金汰珍,右投左打,1995/10/07,韓國,Kim Tae Jin
0000002430,鄭秀彬,左投左打,1990/10/07,韓國,Jung Soo Bin
0000002431,洪昌基,右投左打,1993/11/21,韓國,Hong Chang Ki
0000002432,洪成昊,右投左打,1997/07/15,韓國,Hong Seong Ho
0000002433,許正俠,右投右打,1990/02/17,韓國,Huh Jung Heop
0000002434,張真爀,右投左打,1993/09/30,韓國,Jang Jin Hyuk
0000002435,伊比凡諾,右投右打,1990/03/31,義大利,Erick Epifano
0000002458,哈金斯,右投右打,1991/08/06,美國,Scott Harkins
0000002459,杉尾拓郎,左投左打,1986/10/03,日本,Takuro Sugio
0000002460,謝彤恩,右投左打,1999/01/30,中華民國,
0000002461,李豪,右投右打,1960/02/01,多明尼加,Cecilio Guante
0000002462,鄭百勝,左投左右開弓,1960/11/19,中華民國,
0000002463,賴崇光,右投右打,1963/10/17,中華民國,
0000002464,李坤哲,左投左打,1964/10/01,中華民國,
0000002465,吳俊良,右投右打,1974/03/13,中華民國,
0000002466,呂文生,右投右打,1962/11/30,中華民國,
0000002467,余富誠,右投右打,1958/08/02,中華民國,
0000002468,林克,右投右打,1967/10/04,多明尼加,Francisco Laureano
0000002469,卡羅,右投左右開弓,1962/01/25,多明尼加,Juan Castillo
0000002470,羅敏卿,左投左打,1966/12/01,中華民國,
0000002471,羅曼,右投右打,1964/06/18,多明尼加,Miguel Roman
0000002472,謝佳訓,右投右打,1967/10/30,中華民國,
0000002473,耿健輝,右投右打,1962/12/31,中華民國,
0000002474,羅國璋,右投右打,1965/09/16,中華民國,
0000002475,陳文賓,右投右打,1973/10/05,中華民國,
0000002476,米奇,右投右打,1965/01/25,多明尼加,Domingo Michel
0000002477,孫長川,右投右打,1963/10/25,中華民國,
0000002478,謝長亨,右投右打,1962/01/22,中華民國,
0000002479,瑞奇,左投左右開弓,1965/10/07,巴拿馬,Enrique Burgos
0000002480,宋榮泰,左投左打,1959/07/20,中華民國,
0000002481,杜福明,右投右打,1960/03/27,中華民國,
0000002482,江泰權,右投右打,1960/10/26,中華民國,
0000002483,曾智偵,右投右打,1959/03/10,中華民國,
0000002484,吳林煉,左投右打,1968/04/22,中華民國,
0000002485,利多,右投左打,1968/05/02,多明尼加,Andres Santana
0000002486,來旺,右投右打,1969/01/18,多明尼加,Cesar Bernardo
0000002487,曹竣崵,右投右打,1976/03/29,中華民國,
0000002488,王漢,右投右打,1960/01/13,多明尼加,Jose Nunez
0000002489,廖照鎔,右投右打,1963/10/22,中華民國,
0000002490,陳耿佑,右投右打,1966/01/03,中華民國,
0000002491,曾信誠,右投右打,1967/11/22,中華民國,
0000002492,郭進興,右投右打,1963/11/10,中華民國,
0000002493,汪俊良,右投右打,1963/12/18,中華民國,
0000002494,童健勝,右投右打,1967/10/30,中華民國,
0000002495,卜瑞生,右投右打,1969/03/08,多明尼加,Vladimir Perez
0000002496,百力,右投右打,1966/12/09,美國,Brandy Vann
0000002497,阿坡里那,右投右打,1968/01/30,多明尼加,Apolinar Garcia
0000002498,陳政賢,右投右打,1967/02/11,中華民國,
0000002499,葉克多,右投右打,1968/11/26,多明尼加,Hector Wagner
0000002500,強龍,右投右打,1963/03/07,多明尼加,Joselite Cano
0000002501,司大德,右投右打,1962/03/05,美國,Scott Diez
0000002502,姜財明,右投右打,1966/12/26,中華民國,
0000002503,包威,左投左打,1964/10/15,美國,John Barfield
0000002504,米克森,右投右打,1968/07/27,美國,Lincoln Mikelsen
0000002505,凌森,右投右打,1962/11/30,美國,Brinson Arden
0000002506,陳世龍,右投右打,1964/12/27,中華民國,
0000002507,馬漢,右投右打,1968/11/05,美國,Marcos Vazquez
0000002508,賀亮德,右投右打,1966/09/28,多明尼加,Cesar Hernandez
0000002509,愛德華,右投右打,1974/07/06,美國,Todd Edaward
0000002510,楊格,右投右打,1964/05/27,多明尼加,Ray Young
0000002511,瑞克,左投左打,1964/10/16,美國,Rick Bernardo
0000002512,阿格多,右投右打,1967/02/05,多明尼加,Aguedo Vasquez
0000002513,福來,右投右打,1961/04/14,多明尼加,Cesar Jimenes
0000002514,長紅,左投左打,1965/01/04,美國,Kevin Wickander
0000002515,賓漢,右投右打,1963/02/07,多明尼加,Bienvenido Figueroa
0000002516,馬力龍,左投左打,1955/06/06,委內瑞拉,Angel Moreno
0000002517,陳炫琦,右投右打,1962/09/05,中華民國,
0000002518,徐育鉉,右投右打,1967/05/20,中華民國,
0000002519,葉福榮,左投左打,1958/12/29,中華民國,
0000002520,哈山,右投右打,1971/05/26,委內瑞拉,Jesus Hernandez
0000002521,羅偉,右投左右開弓,1969/11/05,多明尼加,Hector Roa
0000002522,王杰,右投右打,1969/05/23,多明尼加,Raul Catedral
0000002523,雷猛,右投右打,1967/06/02,美國,Donald Lemon
0000002524,許克勤,右投右打,1963/10/24,多明尼加,Mark Grant
0000002525,周森毅,右投右打,1978/03/11,中華民國,
0000002526,吳俊華,左投左打,1972/10/29,中華民國,
0000002527,郭源治,右投右打,1956/10/05,中華民國,
0000002528,葛瑞,左投左打,1969/12/24,美國,Dennis Gray
0000002529,阿里,右投右打,1971/01/12,美國,Bessam Ali
0000002530,皮諾,右投右打,1964/01/20,美國,Rolando Pino
0000002531,羅得,右投左打,1966/04/14,美國,Fredinand Rodriguez
0000002532,豪傑,右投右打,1966/01/20,多明尼加,Jose Tapia
0000002533,俠客,左投右打,1971/02/02,美國,Charles Wanke
0000002534,松永幸男,右投右打,1965/07/15,日本,Matsunaga Yukio
0000002535,史密斯,右投右打,1969/11/21,美國,Chuck Smith
0000002536,布萊恩,右投右打,1966/11/07,美國,Brian Draham
0000002537,溫克龍,右投右打,1972/01/08,美國,Kenneth Winkle
0000002538,雷蒙,右投右打,1968/01/20,多明尼加,Ramon Manon
0000002539,羅克,右投右打,1966/09/13,多明尼加,Cario Dela
0000002540,羅漢,右投左打,1969/05/23,多明尼加,Ramon Caraballo
0000002541,安迪,左投左打,1968/11/09,美國,Andrew Carter
0000002542,安固,右投右打,1969/08/21,多明尼加,Andujar Cedeno
0000002543,郭彥柏,右投右打,1975/11/16,中華民國,
0000002544,高正偉,右投右打,1975/11/01,中華民國,
0000002545,金森隆浩,右投右打,1972/08/12,日本,Kanamori Takahiro
0000002546,松井隆昌,右投右打,1966/08/20,日本,Matsui Takamasa
0000002547,布雷特,左投左打,1968/12/25,美國,Scott Bullett
0000002548,黃甘霖,右投右打,1975/03/12,中華民國,
0000002549,吳昭輝,右投右打,1976/03/20,中華民國,
0000002550,喬峰,右投右打,1966/03/06,美國,Joe Hall
0000002551,雷歐斯,右投右打,1972/10/13,委內瑞拉,Eduardo Rios
0000002552,卜連登,右投右打,1972/10/27,美國,Patrick Bryant
0000002553,馬歇爾,右投右打,1970/08/02,美國,Ernesto Nieves
0000002554,史密茲,右投右打,1967/08/27,美國,Willie Smith
0000002555,艾帝一,左投左打,1971/11/23,美國,Ediberto Oropesa
0000002556,蔡青峰,右投右打,1976/10/07,中華民國,
0000002557,奇門士,右投右打,1969/08/19,美國,Miguel Jimenez
0000002558,馬奇,左投左打,1968/04/09,美國,Daniel  Magee
0000002559,藍迪,右投右打,1970/05/28,美國,Randolph  Kapano
0000002560,巴雷納,右投右打,1968/10/13,美國,Juilo  Valera
0000002561,唐尼,右投右打,1970/08/15,美國,Luis  Rodriguez
0000002562,羅倫,右投右打,1971/09/05,多明尼加,Lorenzo Delacruz
0000002563,柯建鋒,右投左右開弓,1977/09/22,中華民國,
0000002564,吳佳榮,右投右打,1977/11/19,中華民國,
0000002565,賀德,右投右打,1970/10/07,美國,Daniel Held
0000002566,蘇煒智,右投右打,1975/11/18,中華民國,
0000002567,李錦華,左投左打,1977/10/10,中華民國,
0000002568,雷米茲,右投右打,1973/06/20,委內瑞拉,Luis Ramirez
0000002569,山姆,右投左打,1971/05/19,美國,Scott Samuels
0000002570,日耳曼,左投左打,1967/09/27,墨西哥,Leyva German
0000002571,安曼多,右投右打,1975/08/05,墨西哥,Armando Valdez
0000002572,狄亞士,右投右打,1968/02/04,墨西哥,Diaz Remigio
0000002573,羅克,右投右打,1970/04/09,美國,Raul Rodarte
0000002574,高政華,右投右打,1977/07/01,中華民國,
0000002575,羅薩,右投右打,1971/07/12,多明尼加,Maximo Rosa
0000002576,曾翊誠,右投右打,1978/08/12,中華民國,
0000002577,陳揚凱,右投右打,1978/02/20,中華民國,
0000002578,曾揚志,右投右打,1977/02/24,中華民國,
0000002579,賀南多,右投右打,1971/01/25,多明尼加,Fernando dela Cruz
0000002580,保樂,右投右打,1972/11/28,多明尼加,Jose Parra
0000002581,王坤堯,右投右打,1976/12/13,中華民國,
0000002582,黃信福,右投右打,1975/06/07,中華民國,
0000002583,林宗毅,右投右打,1978/12/25,中華民國,
0000002584,葉高泉,右投右打,1980/02/23,中華民國,
0000002585,喬伊,右投右打,1976/03/24,美國,Joe Davenport
0000002586,沈柏蒼,右投右打,1977/08/31,中華民國,
0000002587,路易士,左投左打,1973/09/29,波多黎各,Luis Arroyo
0000002588,龍瑞,右投右打,1980/02/26,墨西哥,Israel Lomeli
0000002589,潘威倫,右投右打,1982/03/05,中華民國,
0000002590,王志忠,左投左打,1978/01/02,中華民國,
0000002591,郭文居,右投右打,1977/10/20,中華民國,
